Gene	Rank	Rating	Type	Proximity	QTL	PCHiC	Description
KLHL6	12525	0.1641	Peripheral	0	0	0	kelch like family member 6
LHX5	12526	0.1641	Peripheral	0	0	0	LIM homeobox 5
DYDC1	12527	0.1638	Peripheral	0	0	0	DPY30 domain containing 1
DYDC2	12527	0.1638	Peripheral	0	0	0	DPY30 domain containing 2
ABCB5	12529	0.1636	Peripheral	0	0	0	ATP binding cassette subfamily B member 5
SLF2	12530	0.1635	Peripheral	0	0	0	SMC5-SMC6 complex localization factor 2
KCNA10	12531	0.1635	Peripheral	0	0	0	potassium voltage-gated channel subfamily A member 10
RRBP1	12532	0.1635	Peripheral	0	0	0	ribosome binding protein 1
STK32A	12533	0.1633	Peripheral	0	0	0	serine/threonine kinase 32A
ANXA10	12534	0.1629	Peripheral	0	0	0	annexin A10
KCTD2	12535	0.1628	Peripheral	0	0	0	potassium channel tetramerization domain containing 2
ABCC3	12536	0.1628	Peripheral	0	0	0	ATP binding cassette subfamily C member 3
RFX3	12537	0.1621	Peripheral	0	0	0	regulatory factor X3
TTC9C	12538	0.162	Peripheral	0	0	0	tetratricopeptide repeat domain 9C
ARHGAP31	12539	0.162	Peripheral	0	0	0	Rho GTPase activating protein 31
MYEF2	12540	0.1616	Peripheral	0	0	0	myelin expression factor 2
PLEKHG4	12541	0.1614	Peripheral	0	0	0	pleckstrin homology and RhoGEF domain containing G4
KBTBD13	12542	0.1614	Peripheral	0	0	0	kelch repeat and BTB domain containing 13
SAMD9	12543	0.1612	Peripheral	0	0	0	sterile alpha motif domain containing 9
SLC7A1	12544	0.1611	Peripheral	0	0	0	solute carrier family 7 member 1
SRD5A1	12545	0.1611	Peripheral	0	0	0	steroid 5 alpha-reductase 1
H1-6	12546	0.1608	Peripheral	0	0	0	H1.6 linker histone, cluster member
DISP2	12547	0.1602	Peripheral	0	0	0	dispatched RND transporter family member 2
BLOC1S1	12548	0.1602	Peripheral	0	0	0	biogenesis of lysosomal organelles complex 1 subunit 1
VWA8	12549	0.1601	Peripheral	0	0	0	von Willebrand factor A domain containing 8
ARMCX5-GPRASP2	12550	0.1601	Peripheral	0	0	0	ARMCX5-GPRASP2 readthrough
ZBTB18	12551	0.1598	Peripheral	0	0	0	zinc finger and BTB domain containing 18
TCP10L2	12552	0.1597	Peripheral	0	0	0	t-complex 10 like 2, pseudogene
ZDHHC8	12553	0.1587	Peripheral	0	0	0	zinc finger DHHC-type palmitoyltransferase 8
SLC5A12	12554	0.1586	Peripheral	0	0	0	solute carrier family 5 member 12
CD300A	12555	0.1584	Peripheral	0	0	0	CD300a molecule
CD300E	12555	0.1584	Peripheral	0	0	0	CD300e molecule
STK35	12557	0.1582	Peripheral	0	0	0	serine/threonine kinase 35
HSD17B3	12558	0.1582	Peripheral	0	0	0	hydroxysteroid 17-beta dehydrogenase 3
DNAJC5G	12559	0.1582	Peripheral	0	0	0	DnaJ heat shock protein family (Hsp40) member C5 gamma
GCM2	12560	0.1582	Peripheral	0	0	0	glial cells missing transcription factor 2
PIGF	12561	0.1579	Peripheral	0	0	0	phosphatidylinositol glycan anchor biosynthesis class F
NMB	12562	0.1579	Peripheral	0	0	0	neuromedin B
ZBTB8OS	12563	0.1578	Peripheral	0	0	0	zinc finger and BTB domain containing 8 opposite strand
PNOC	12564	0.1575	Peripheral	0	0	0	prepronociceptin
RLBP1	12565	0.1574	Peripheral	0	0	0	retinaldehyde binding protein 1
GTPBP3	12566	0.1573	Peripheral	0	0	0	GTP binding protein 3, mitochondrial
NUDT1	12567	0.157	Peripheral	0	0	0	nudix hydrolase 1
TAPT1	12568	0.157	Peripheral	0	0	0	transmembrane anterior posterior transformation 1
ADGRG6	12569	0.1568	Peripheral	0	0	0	adhesion G protein-coupled receptor G6
C19orf12	12570	0.1565	Peripheral	0	0	0	chromosome 19 open reading frame 12
MBOAT7	12571	0.1565	Peripheral	0	0	0	membrane bound O-acyltransferase domain containing 7
RASSF10	12572	0.1565	Peripheral	0	0	0	Ras association domain family member 10
HPS3	12573	0.1561	Peripheral	0	0	0	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
HPS5	12573	0.1561	Peripheral	0	0	0	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2
HPS6	12573	0.1561	Peripheral	0	0	0	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3
NRAP	12576	0.156	Peripheral	0	0	0	nebulin related anchoring protein
PTPRQ	12577	0.156	Peripheral	0	0	0	protein tyrosine phosphatase receptor type Q
ATXN7L3B	12578	0.1557	Peripheral	0	0	0	ataxin 7 like 3B
OR2H2	12579	0.1557	Peripheral	0	0	0	olfactory receptor family 2 subfamily H member 2
GUCA1B	12580	0.1552	Peripheral	0	0	0	guanylate cyclase activator 1B
SLAIN2	12581	0.1551	Peripheral	0	0	0	SLAIN motif family member 2
ZBTB26	12582	0.155	Peripheral	0	0	0	zinc finger and BTB domain containing 26
DPEP3	12583	0.1548	Peripheral	0	0	0	dipeptidase 3
KDM4E	12584	0.1548	Peripheral	0	0	0	lysine demethylase 4E
WRAP73	12585	0.1547	Peripheral	0	0	0	WD repeat containing, antisense to TP73
ZNF358	12586	0.1547	Peripheral	0	0	0	zinc finger protein 358
MANEA	12587	0.1546	Peripheral	0	0	0	mannosidase endo-alpha
ZNF296	12588	0.1544	Peripheral	0	0	0	zinc finger protein 296
SLC31A2	12589	0.1542	Peripheral	0	0	0	solute carrier family 31 member 2
CARS2	12590	0.1542	Peripheral	0	0	0	cysteinyl-tRNA synthetase 2, mitochondrial
CLDN11	12591	0.1541	Peripheral	0	0	0	claudin 11
QRFP	12592	0.154	Peripheral	0	0	0	pyroglutamylated RFamide peptide
C18orf21	12593	0.154	Peripheral	0	0	0	chromosome 18 open reading frame 21
CDX4	12594	0.1539	Peripheral	0	0	0	caudal type homeobox 4
TULP2	12595	0.1538	Peripheral	0	0	0	TUB like protein 2
FXYD3	12596	0.1534	Peripheral	0	0	0	FXYD domain containing ion transport regulator 3
THUMPD1	12597	0.153	Peripheral	0	0	0	THUMP domain containing 1
ALKBH7	12598	0.153	Peripheral	0	0	0	alkB homolog 7
PYURF	12599	0.1529	Peripheral	0	0	0	PIGY upstream open reading frame
KCNC4	12600	0.1529	Peripheral	0	0	0	potassium voltage-gated channel subfamily C member 4
TDRD5	12601	0.1528	Peripheral	0	0	0	tudor domain containing 5
BLOC1S5	12602	0.1527	Peripheral	0	0	0	biogenesis of lysosomal organelles complex 1 subunit 5
BORCS5	12603	0.1527	Peripheral	0	0	0	BLOC-1 related complex subunit 5
BORCS8	12604	0.1527	Peripheral	0	0	0	BLOC-1 related complex subunit 8
STEEP1	12605	0.1526	Peripheral	0	0	0	STING1 ER exit protein 1
CNGA3	12606	0.1525	Peripheral	0	0	0	cyclic nucleotide gated channel subunit alpha 3
SLC25A24	12607	0.1525	Peripheral	0	0	0	solute carrier family 25 member 24
CYP26B1	12608	0.1524	Peripheral	0	0	0	cytochrome P450 family 26 subfamily B member 1
CYP26C1	12608	0.1524	Peripheral	0	0	0	cytochrome P450 family 26 subfamily C member 1
ZNF292	12610	0.1522	Peripheral	0	0	0	zinc finger protein 292
ANKRD17	12611	0.1521	Peripheral	0	0	0	ankyrin repeat domain 17
SLC38A7	12612	0.1521	Peripheral	0	0	0	solute carrier family 38 member 7
BANF2	12613	0.152	Peripheral	0	0	0	BANF family member 2
CAMTA2	12614	0.1519	Peripheral	0	0	0	calmodulin binding transcription activator 2
CPA4	12615	0.1518	Peripheral	0	0	0	carboxypeptidase A4
TAC4	12616	0.1516	Peripheral	0	0	0	tachykinin precursor 4
VMA21	12617	0.1512	Peripheral	0	0	0	vacuolar ATPase assembly factor VMA21
TSPYL1	12618	0.1511	Peripheral	0	0	0	TSPY like 1
SNCG	12619	0.1511	Peripheral	0	0	0	synuclein gamma
RDH12	12620	0.1508	Peripheral	0	0	0	retinol dehydrogenase 12
C2orf49	12621	0.1503	Peripheral	0	0	0	chromosome 2 open reading frame 49
FAM98B	12622	0.1503	Peripheral	0	0	0	family with sequence similarity 98 member B
ESYT2	12623	0.1502	Peripheral	0	0	0	extended synaptotagmin 2
ESYT3	12623	0.1502	Peripheral	0	0	0	extended synaptotagmin 3
MACIR	12625	0.15	Peripheral	0	0	0	macrophage immunometabolism regulator
SLC38A5	12626	0.1493	Peripheral	0	0	0	solute carrier family 38 member 5
PLPPR2	12627	0.1492	Peripheral	0	0	0	phospholipid phosphatase related 2
PLPPR3	12627	0.1492	Peripheral	0	0	0	phospholipid phosphatase related 3
PLPPR4	12627	0.1492	Peripheral	0	0	0	phospholipid phosphatase related 4
MAP6	12630	0.1492	Peripheral	0	0	0	microtubule associated protein 6
ATRNL1	12631	0.1484	Peripheral	0	0	0	attractin like 1
SLC48A1	12632	0.1484	Core	1	0	0	solute carrier family 48 member 1
RAB17	12633	0.148	Peripheral	0	0	0	RAB17, member RAS oncogene family
MYCBPAP	12634	0.1479	Peripheral	0	0	0	MYCBP associated protein
MAGEA1	12635	0.1477	Peripheral	0	0	0	MAGE family member A1
SCX	12636	0.1476	Peripheral	0	0	0	scleraxis bHLH transcription factor
DGKK	12637	0.1475	Peripheral	0	0	0	diacylglycerol kinase kappa
PSG3	12638	0.1472	Peripheral	0	0	0	pregnancy specific beta-1-glycoprotein 3
NPPC	12639	0.147	Peripheral	0	0	0	natriuretic peptide C
DUSP29	12640	0.1469	Peripheral	0	0	0	dual specificity phosphatase 29
STYXL2	12640	0.1469	Peripheral	0	0	0	serine/threonine/tyrosine interacting like 2
TRO	12642	0.1467	Peripheral	0	0	0	trophinin
PNPLA8	12643	0.1457	Peripheral	0	0	0	patatin like phospholipase domain containing 8
NUDT14	12644	0.1456	Peripheral	0	0	0	nudix hydrolase 14
EBP	12645	0.1453	Peripheral	0	0	0	EBP cholestenol delta-isomerase
TRIM54	12646	0.145	Peripheral	0	0	0	tripartite motif containing 54
GABRE	12647	0.1448	Peripheral	0	0	0	gamma-aminobutyric acid type A receptor subunit epsilon
USB1	12648	0.1443	Peripheral	0	0	0	U6 snRNA biogenesis phosphodiesterase 1
CYP27C1	12649	0.1442	Peripheral	0	0	0	cytochrome P450 family 27 subfamily C member 1
ZNF335	12650	0.144	Peripheral	0	0	0	zinc finger protein 335
GRAMD2B	12651	0.144	Peripheral	0	0	0	GRAM domain containing 2B
SERPINB10	12652	0.1439	Peripheral	0	0	0	serpin family B member 10
LRRN4	12653	0.1438	Peripheral	0	0	0	leucine rich repeat neuronal 4
ADAM21	12654	0.1436	Peripheral	0	0	0	ADAM metallopeptidase domain 21
SERGEF	12655	0.1436	Peripheral	0	0	0	secretion regulating guanine nucleotide exchange factor
CD200R1	12656	0.1431	Peripheral	0	0	0	CD200 receptor 1
FAM98C	12657	0.143	Peripheral	0	0	0	family with sequence similarity 98 member C
OPRPN	12658	0.1429	Peripheral	0	0	0	opiorphin prepropeptide
NOL7	12659	0.1428	Peripheral	0	0	0	nucleolar protein 7
TSPAN2	12660	0.1428	Peripheral	0	0	0	tetraspanin 2
AIG1	12661	0.1427	Peripheral	0	0	0	androgen induced 1
HSD11B1L	12662	0.1427	Peripheral	0	0	0	hydroxysteroid 11-beta dehydrogenase 1 like
BCAS4	12663	0.1425	Peripheral	0	0	0	breast carcinoma amplified sequence 4
LRFN3	12664	0.1424	Peripheral	0	0	0	leucine rich repeat and fibronectin type III domain containing 3
OGFOD1	12665	0.1424	Peripheral	0	0	0	2-oxoglutarate and iron dependent oxygenase domain containing 1
ESAM	12666	0.1424	Peripheral	0	0	0	endothelial cell adhesion molecule
STAB1	12667	0.1422	Peripheral	0	0	0	stabilin 1
OCIAD1	12668	0.1421	Peripheral	0	0	0	OCIA domain containing 1
SERTAD3	12669	0.142	Peripheral	0	0	0	SERTA domain containing 3
ACBD6	12670	0.1419	Peripheral	0	0	0	acyl-CoA binding domain containing 6
GPR50	12671	0.1416	Peripheral	0	0	0	G protein-coupled receptor 50
ZSCAN16	12672	0.1415	Peripheral	0	0	0	zinc finger and SCAN domain containing 16
BICC1	12673	0.1414	Peripheral	0	0	0	BicC family RNA binding protein 1
SLC27A6	12674	0.1409	Peripheral	0	0	0	solute carrier family 27 member 6
CDAN1	12675	0.1406	Peripheral	0	0	0	codanin 1
FAT3	12676	0.1405	Peripheral	0	0	0	FAT atypical cadherin 3
OR10G8	12677	0.1405	Peripheral	0	0	0	olfactory receptor family 10 subfamily G member 8
OR10V1	12677	0.1405	Peripheral	0	0	0	olfactory receptor family 10 subfamily V member 1
OR2T11	12677	0.1405	Peripheral	0	0	0	olfactory receptor family 2 subfamily T member 11
OR2T34	12677	0.1405	Peripheral	0	0	0	olfactory receptor family 2 subfamily T member 34
OR2Y1	12677	0.1405	Peripheral	0	0	0	olfactory receptor family 2 subfamily Y member 1
OR4D2	12677	0.1405	Peripheral	0	0	0	olfactory receptor family 4 subfamily D member 2
OR4F3	12677	0.1405	Peripheral	0	0	0	olfactory receptor family 4 subfamily F member 3
OR51A7	12677	0.1405	Peripheral	0	0	0	olfactory receptor family 51 subfamily A member 7
OR8K5	12677	0.1405	Peripheral	0	0	0	olfactory receptor family 8 subfamily K member 5
KATNBL1	12686	0.1404	Peripheral	0	0	0	katanin regulatory subunit B1 like 1
APOBEC2	12687	0.1403	Peripheral	0	0	0	apolipoprotein B mRNA editing enzyme catalytic subunit 2
APOBEC4	12687	0.1403	Peripheral	0	0	0	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4
OTP	12689	0.1403	Peripheral	0	0	0	orthopedia homeobox
SLCO1B1	12690	0.1402	Peripheral	0	0	0	solute carrier organic anion transporter family member 1B1
DMTN	12691	0.1401	Peripheral	0	0	0	dematin actin binding protein
AKR1C2	12692	0.1399	Peripheral	0	0	0	aldo-keto reductase family 1 member C2
EXD2	12693	0.1396	Peripheral	0	0	0	exonuclease 3'-5' domain containing 2
ISG20L2	12694	0.1395	Peripheral	0	0	0	interferon stimulated exonuclease gene 20 like 2
RETSAT	12695	0.1394	Peripheral	0	0	0	retinol saturase
SCML1	12696	0.1394	Peripheral	0	0	0	Scm polycomb group protein like 1
RIOX1	12697	0.1394	Peripheral	0	0	0	ribosomal oxygenase 1
SCCPDH	12698	0.1392	Peripheral	0	0	0	saccharopine dehydrogenase (putative)
NANP	12699	0.1392	Peripheral	0	0	0	N-acetylneuraminic acid phosphatase
ANKRD46	12700	0.1388	Peripheral	0	0	0	ankyrin repeat domain 46
VWA2	12701	0.1386	Peripheral	0	0	0	von Willebrand factor A domain containing 2
TBX6	12702	0.1385	Peripheral	0	0	0	T-box transcription factor 6
NSUN7	12703	0.1384	Peripheral	0	0	0	NOP2/Sun RNA methyltransferase family member 7
NKAIN1	12704	0.1382	Peripheral	0	0	0	sodium/potassium transporting ATPase interacting 1
NKAIN4	12704	0.1382	Peripheral	0	0	0	sodium/potassium transporting ATPase interacting 4
SACS	12706	0.1381	Peripheral	0	0	0	sacsin molecular chaperone
ACMSD	12707	0.1381	Peripheral	0	0	0	aminocarboxymuconate semialdehyde decarboxylase
SHLD1	12708	0.1381	Peripheral	0	0	0	shieldin complex subunit 1
SHLD2	12708	0.1381	Peripheral	0	0	0	shieldin complex subunit 2
SHLD3	12708	0.1381	Peripheral	0	0	0	shieldin complex subunit 3
ZNF507	12711	0.1379	Peripheral	0	0	0	zinc finger protein 507
GATC	12712	0.1377	Peripheral	0	0	0	glutamyl-tRNA amidotransferase subunit C
TPMT	12713	0.1376	Peripheral	0	0	0	thiopurine S-methyltransferase
TVP23B	12714	0.1375	Peripheral	0	0	0	trans-golgi network vesicle protein 23 homolog B
ZRSR2P1	12715	0.1372	Peripheral	0	0	0	ZRSR2 pseudogene 1
DRG1	12716	0.1369	Peripheral	0	0	0	developmentally regulated GTP binding protein 1
ZC2HC1A	12717	0.1369	Peripheral	0	0	0	zinc finger C2HC-type containing 1A
GNPTG	12718	0.1369	Peripheral	0	0	0	N-acetylglucosamine-1-phosphate transferase subunit gamma
PIGZ	12719	0.1369	Peripheral	0	0	0	phosphatidylinositol glycan anchor biosynthesis class Z
ANKRD23	12720	0.1368	Peripheral	0	0	0	ankyrin repeat domain 23
PIBF1	12721	0.1367	Peripheral	0	0	0	progesterone immunomodulatory binding factor 1
SCUBE2	12722	0.1366	Peripheral	0	0	0	signal peptide, CUB domain and EGF like domain containing 2
TARS2	12723	0.1365	Peripheral	0	0	0	threonyl-tRNA synthetase 2, mitochondrial
GABPB2	12724	0.1364	Peripheral	0	0	0	GA binding protein transcription factor subunit beta 2
RDH8	12725	0.1362	Peripheral	0	0	0	retinol dehydrogenase 8
NAT2	12726	0.1361	Peripheral	0	0	0	N-acetyltransferase 2
NAT1	12727	0.136	Peripheral	0	0	0	N-acetyltransferase 1
EVX1	12728	0.136	Peripheral	0	0	0	even-skipped homeobox 1
EVX2	12728	0.136	Peripheral	0	0	0	even-skipped homeobox 2
ZCCHC9	12728	0.136	Peripheral	0	0	0	zinc finger CCHC-type containing 9
MIF4GD	12731	0.1359	Peripheral	0	0	0	MIF4G domain containing
HEATR6	12732	0.1358	Peripheral	0	0	0	HEAT repeat containing 6
NUDT6	12733	0.1357	Peripheral	0	0	0	nudix hydrolase 6
SLC5A6	12733	0.1357	Peripheral	0	0	0	solute carrier family 5 member 6
LRCH2	12735	0.1356	Peripheral	0	0	0	leucine rich repeats and calponin homology domain containing 2
ZCCHC2	12736	0.1355	Peripheral	0	0	0	zinc finger CCHC-type containing 2
MPV17L2	12737	0.1355	Peripheral	0	0	0	MPV17 mitochondrial inner membrane protein like 2
EI24	12738	0.1353	Peripheral	0	0	0	EI24 autophagy associated transmembrane protein
SLC25A29	12739	0.1352	Peripheral	0	0	0	solute carrier family 25 member 29
ERGIC3	12740	0.135	Peripheral	0	0	0	ERGIC and golgi 3
PRLHR	12741	0.1348	Peripheral	0	0	0	prolactin releasing hormone receptor
CRLS1	12742	0.1348	Peripheral	0	0	0	cardiolipin synthase 1
GJB4	12743	0.1345	Peripheral	0	0	0	gap junction protein beta 4
PRDM13	12744	0.1344	Peripheral	0	0	0	PR/SET domain 13
GGN	12745	0.1344	Peripheral	0	0	0	gametogenetin
ZNF280B	12746	0.1342	Peripheral	0	0	0	zinc finger protein 280B
MCUR1	12747	0.1337	Peripheral	0	0	0	mitochondrial calcium uniporter regulator 1
LMOD2	12748	0.1336	Peripheral	0	0	0	leiomodin 2
SLC35A2	12749	0.1331	Peripheral	0	0	0	solute carrier family 35 member A2
BTD	12750	0.1331	Peripheral	0	0	0	biotinidase
SLC5A8	12751	0.1329	Peripheral	0	0	0	solute carrier family 5 member 8
CELSR3	12752	0.1326	Peripheral	0	0	0	cadherin EGF LAG seven-pass G-type receptor 3
PPOX	12753	0.1324	Peripheral	0	0	0	protoporphyrinogen oxidase
ZNF608	12754	0.1323	Peripheral	0	0	0	zinc finger protein 608
NABP1	12755	0.1322	Peripheral	0	0	0	nucleic acid binding protein 1
LMF1	12756	0.1321	Peripheral	0	0	0	lipase maturation factor 1
OPN1MW	12757	0.1321	Peripheral	0	0	0	opsin 1, medium wave sensitive
OPN1MW3	12757	0.1321	Peripheral	0	0	0	opsin 1, medium wave sensitive 3
NOPCHAP1	12759	0.1321	Peripheral	0	0	0	NOP protein chaperone 1
WDCP	12759	0.1321	Peripheral	0	0	0	WD repeat and coiled coil containing
LIPI	12761	0.1318	Peripheral	0	0	0	lipase I
CTIF	12762	0.1316	Peripheral	0	0	0	cap binding complex dependent translation initiation factor
CFAP36	12763	0.1316	Peripheral	0	0	0	cilia and flagella associated protein 36
DHRS3	12764	0.1316	Peripheral	0	0	0	dehydrogenase/reductase 3
MSANTD3-TMEFF1	12765	0.1314	Peripheral	0	0	0	MSANTD3-TMEFF1 readthrough
PTBP3	12766	0.1312	Peripheral	0	0	0	polypyrimidine tract binding protein 3
TTYH3	12767	0.1312	Peripheral	0	0	0	tweety family member 3
ECHDC2	12768	0.131	Peripheral	0	0	0	enoyl-CoA hydratase domain containing 2
GPR156	12769	0.1307	Peripheral	0	0	0	G protein-coupled receptor 156
BCO1	12770	0.1303	Peripheral	0	0	0	beta-carotene oxygenase 1
OSBPL8	12771	0.1301	Peripheral	0	0	0	oxysterol binding protein like 8
ATAD3B	12772	0.1299	Peripheral	0	0	0	ATPase family AAA domain containing 3B
DPH3	12773	0.1299	Peripheral	0	0	0	diphthamide biosynthesis 3
HERC3	12774	0.1297	Peripheral	0	0	0	HECT and RLD domain containing E3 ubiquitin protein ligase 3
CLCNKB	12775	0.1297	Peripheral	0	0	0	chloride voltage-gated channel Kb
UBAP2	12776	0.1297	Peripheral	0	0	0	ubiquitin associated protein 2
ANKRD29	12777	0.1295	Peripheral	0	0	0	ankyrin repeat domain 29
MTMR12	12778	0.1292	Peripheral	0	0	0	myotubularin related protein 12
DDX59	12779	0.1292	Peripheral	0	0	0	DEAD-box helicase 59
FSCN2	12780	0.1291	Peripheral	0	0	0	fascin actin-bundling protein 2, retinal
TRIOBP	12780	0.1291	Peripheral	0	0	0	TRIO and F-actin binding protein
UNC119B	12782	0.129	Peripheral	0	0	0	unc-119 lipid binding chaperone B
MMRN1	12783	0.129	Peripheral	0	0	0	multimerin 1
FATE1	12784	0.1289	Peripheral	0	0	0	fetal and adult testis expressed 1
TBX22	12785	0.1287	Peripheral	0	0	0	T-box transcription factor 22
PLEKHM2	12786	0.1286	Peripheral	0	0	0	pleckstrin homology and RUN domain containing M2
CLDN12	12787	0.1285	Peripheral	0	0	0	claudin 12
OSBPL5	12788	0.1283	Peripheral	0	0	0	oxysterol binding protein like 5
NAP1L5	12789	0.1282	Peripheral	0	0	0	nucleosome assembly protein 1 like 5
SDR16C5	12790	0.1281	Peripheral	0	0	0	short chain dehydrogenase/reductase family 16C member 5
ADGRA3	12791	0.128	Peripheral	0	0	0	adhesion G protein-coupled receptor A3
SPARCL1	12792	0.1278	Peripheral	0	0	0	SPARC like 1
TRNT1	12793	0.1274	Peripheral	0	0	0	tRNA nucleotidyl transferase 1
HSPB9	12794	0.1273	Peripheral	0	0	0	heat shock protein family B (small) member 9
PLD6	12795	0.1271	Peripheral	0	0	0	phospholipase D family member 6
TTPA	12796	0.127	Peripheral	0	0	0	alpha tocopherol transfer protein
METAP1	12797	0.1265	Peripheral	0	0	0	methionyl aminopeptidase 1
SPEG	12798	0.1263	Peripheral	0	0	0	striated muscle enriched protein kinase
QTRT1	12799	0.1262	Peripheral	0	0	0	queuine tRNA-ribosyltransferase catalytic subunit 1
TMEM250	12800	0.1262	Peripheral	0	0	0	transmembrane protein 250
GOLT1A	12801	0.1261	Peripheral	0	0	0	golgi transport 1A
CDC123	12802	0.1249	Peripheral	0	0	0	cell division cycle 123
GPR149	12803	0.1247	Peripheral	0	0	0	G protein-coupled receptor 149
CFAP410	12804	0.1246	Peripheral	0	0	0	cilia and flagella associated protein 410
ASIC1	12805	0.1238	Peripheral	0	0	0	acid sensing ion channel subunit 1
NFXL1	12806	0.1237	Peripheral	0	0	0	nuclear transcription factor, X-box binding like 1
ZNF496	12807	0.1236	Peripheral	0	0	0	zinc finger protein 496
CELA2B	12808	0.1231	Peripheral	0	0	0	chymotrypsin like elastase 2B
CYP4F22	12809	0.1229	Peripheral	0	0	0	cytochrome P450 family 4 subfamily F member 22
TRIM7	12810	0.1228	Peripheral	0	0	0	tripartite motif containing 7
NTSR2	12811	0.1228	Peripheral	0	0	0	neurotensin receptor 2
OTOG	12812	0.1225	Peripheral	0	0	0	otogelin
SERPINB3	12813	0.1225	Peripheral	0	0	0	serpin family B member 3
SERPINB4	12813	0.1225	Peripheral	0	0	0	serpin family B member 4
CCDC146	12815	0.1224	Peripheral	0	0	0	coiled-coil domain containing 146
INTS6L	12816	0.1223	Peripheral	0	0	0	integrator complex subunit 6 like
CLUH	12817	0.1222	Peripheral	0	0	0	clustered mitochondria homolog
TRIM36	12818	0.1221	Peripheral	0	0	0	tripartite motif containing 36
IZUMO1R	12819	0.1216	Peripheral	0	0	0	IZUMO1 receptor, JUNO
ZNF367	12820	0.1216	Peripheral	0	0	0	zinc finger protein 367
ERI2	12821	0.1215	Peripheral	0	0	0	ERI1 exoribonuclease family member 2
AGA	12822	0.1214	Peripheral	0	0	0	aspartylglucosaminidase
ASPG	12822	0.1214	Peripheral	0	0	0	asparaginase
YIPF4	12824	0.1214	Peripheral	0	0	0	Yip1 domain family member 4
FAAH2	12825	0.1213	Peripheral	0	0	0	fatty acid amide hydrolase 2
TTLL9	12826	0.1207	Peripheral	0	0	0	tubulin tyrosine ligase like 9
RLN3	12827	0.1202	Peripheral	0	0	0	relaxin 3
RDH10	12828	0.1199	Peripheral	0	0	0	retinol dehydrogenase 10
POTEE	12829	0.1199	Peripheral	0	0	0	POTE ankyrin domain family member E
POTEI	12829	0.1199	Peripheral	0	0	0	POTE ankyrin domain family member I
POTEJ	12829	0.1199	Peripheral	0	0	0	POTE ankyrin domain family member J
DUS4L	12832	0.1198	Peripheral	0	0	0	dihydrouridine synthase 4 like
NEIL3	12833	0.1195	Peripheral	0	0	0	nei like DNA glycosylase 3
ATP13A3	12834	0.1195	Peripheral	0	0	0	ATPase 13A3
L3MBTL3	12835	0.1193	Peripheral	0	0	0	L3MBTL histone methyl-lysine binding protein 3
S100G	12836	0.1188	Peripheral	0	0	0	S100 calcium binding protein G
ATP10A	12837	0.1188	Peripheral	0	0	0	ATPase phospholipid transporting 10A (putative)
CELSR2	12838	0.1187	Peripheral	0	0	0	cadherin EGF LAG seven-pass G-type receptor 2
PIGN	12839	0.1186	Peripheral	0	0	0	phosphatidylinositol glycan anchor biosynthesis class N
USHBP1	12840	0.1182	Peripheral	0	0	0	USH1 protein network component harmonin binding protein 1
KIAA0753	12841	0.1181	Peripheral	0	0	0	KIAA0753
PLSCR3	12842	0.1177	Peripheral	0	0	0	phospholipid scramblase 3
FRY	12843	0.1177	Peripheral	0	0	0	FRY microtubule binding protein
NUDT4	12844	0.1174	Peripheral	0	0	0	nudix hydrolase 4
THAP11	12845	0.1173	Peripheral	0	0	0	THAP domain containing 11
TSPEAR	12846	0.1172	Peripheral	0	0	0	thrombospondin type laminin G domain and EAR repeats
RBP5	12847	0.1172	Peripheral	0	0	0	retinol binding protein 5
ZNF454	12848	0.1169	Peripheral	0	0	0	zinc finger protein 454
ZNF572	12848	0.1169	Peripheral	0	0	0	zinc finger protein 572
FOXN2	12850	0.1167	Peripheral	0	0	0	forkhead box N2
AFM	12851	0.1167	Peripheral	0	0	0	afamin
APCDD1	12851	0.1167	Peripheral	0	0	0	APC down-regulated 1
CRYGS	12853	0.1162	Peripheral	0	0	0	crystallin gamma S
PITHD1	12854	0.1162	Peripheral	0	0	0	PITH domain containing 1
TUFT1	12855	0.1159	Peripheral	0	0	0	tuftelin 1
EEF2KMT	12856	0.1157	Peripheral	0	0	0	eukaryotic elongation factor 2 lysine methyltransferase
USPL1	12857	0.1153	Peripheral	0	0	0	ubiquitin specific peptidase like 1
BORCS7	12858	0.1153	Peripheral	0	0	0	BLOC-1 related complex subunit 7
ACCS	12859	0.115	Peripheral	0	0	0	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
GPCPD1	12860	0.1149	Peripheral	0	0	0	glycerophosphocholine phosphodiesterase 1
FFAR3	12861	0.1147	Peripheral	0	0	0	free fatty acid receptor 3
STYXL1	12862	0.1147	Peripheral	0	0	0	serine/threonine/tyrosine interacting like 1
DBX1	12863	0.1146	Peripheral	0	0	0	developing brain homeobox 1
ZNF488	12863	0.1146	Peripheral	0	0	0	zinc finger protein 488
TBL2	12865	0.1145	Peripheral	0	0	0	transducin beta like 2
RIPPLY1	12866	0.1145	Peripheral	0	0	0	ripply transcriptional repressor 1
THAP2	12867	0.1142	Peripheral	0	0	0	THAP domain containing 2
THAP3	12867	0.1142	Peripheral	0	0	0	THAP domain containing 3
